UNITID,Similar School 1,Similar School 2,Similar School 3,Similar School 4,Similar School 5,Similar School 6,Similar School 7,Similar School 8,Similar School 9,Similar School 10,Similar School 11,Similar School 12,Similar School 13,Similar School 14,Similar School 15,Similar School 16,Similar School 17,Similar School 18,Similar School 19,Similar School 20,Similar School 21,Similar School 22,Similar School 23,Similar School 24,Similar School 25,Similar School 26,Similar School 27,Similar School 28,Similar School 29,Similar School 30
150215,215424,176600,150288,227289,243498,203067,143659,213640,146728,144014,124283,179317,177092,160029,146977,196884,164474,145275,131973,223001,176451,186122,173896,213631,165705,156222,143233,157298,108861,127273
150288,176600,227289,243498,215424,150215,203067,213640,143659,146728,179317,124283,160029,176451,210368,177092,239424,189981,455099,196884,143233,108861,164474,144014,195155,173896,114840,213631,146977,15483701,23384201
150400,210669,156408,191630,206589,203535,150455,234207,173258,190099,230959,164216,213251,216524,173647,170532,212009,212577,166124,174844,128902,204909,212674,173902,216278,198385,161086,214175,196866,153384,236328
150455,206589,210669,150400,156408,203535,191630,173258,234207,190099,230959,164216,213251,209922,239017,128902,173647,173902,166018,216524,204909,173300,174844,139144,212577,212009,145646,170532,153384,218973,152530
150534,236328,224323,153144,175980,102234,210401,21997601,214175,166124,130590,133492,100937,235316,143084,110404,213996,167996,170532,173647,218070,221351,157818,237066,165334,156408,201654,162654,197197,239017,202523
150604,212656,117751,211981,174491,212197,213507,147244,204185,150677,219000,166850,203845,215947,16822701,16822703,233295,217633,213996,139393,204936,215813,198835,201371,219806,206862,238078,156213,154004,211352,184694
150668,173142,233301,142294,213668,145691,232025,214157,158477,240338,232043,152992,181020,210571,217998,150756,210492,138600,152673,455770,233718,215798,238333,233611,197230,230898,232308,183239,161509,233426,153108
150677,152567,145372,201371,154712,168528,154101,181127,219790,150941,217907,218539,151777,178697,154527,212656,203845,10704401,147244,150604,204185,213507,117751,168591,198835,153108,216278,209065,180984,219000,143288
150756,181020,152673,216278,145691,233301,230816,10704401,210492,197230,154527,158477,218539,209065,179946,142294,239628,156295,240338,233611,168591,153108,107512,230898,150400,150668,210669,233295,156408,174844,230940
150774,214786,148849,203580,167455,164632,207856,165644,167251,137962,195304,215798,157535,112084,170091,163976,220710,191621,236133,199865,384254,207157,165936,139630,184348,168281,153861,228343,198899,218070,167260
150941,154101,145372,219790,151777,181127,201371,152567,154712,150677,217907,107512,168528,212197,220215,228981,152530,216278,178697,134079,203085,207403,216694,154527,203845,10704401,179946,154004,153108,224527,153250
151102,185129,151379,217420,18017901,160038,101480,152248,10236801,10236808,10236803,10236802,171146,224147,10236809,139366,126580,22870501,190637,24366501,147776,102553,363721,110592,144005,161873,110495,110486,110608,167729,181534
151111,209807,156125,228769,448886,220862,407009,420574,166638,240453,181394,102094,136172,159939,126562,206084,137351,227216,225511,216339,190682,178402,202134,122597,190664,228787,190549,122409,139940,190594,196228
151263,215442,213367,19554401,169716,198136,159656,206622,236595,173665,215099,189705,227845,148627,219709,224226,172334,160755,175005,167783,215655,121309,203368,137847,173045,181002,219976,217235,194310,195234,215770
151290,231651,170842,455664,143978,240213,459745,202806,11508305,11508306,11508303,243823,214883,219639,209296,110307,369659,234915,115083,245953,224004,213011,229780,442897,439701,227243,163578,110778,105367,142832,120838
151306,212160,181783,213349,211644,165820,162584,175616,207041,181215,240462,216038,216010,240189,221740,106704,151324,433660,178624,235097,167729,211158,240417,165024,210429,210146,167987,196200,179557,196121,157401
151324,222831,212115,178341,174233,106704,211158,179557,151306,220075,198464,210429,233277,127741,213349,218724,106458,211644,221838,138354,181783,212160,213613,199102,218964,130776,162007,240329,162584,132657,175616
151333,142328,209506,180522,178387,447689,151388,214731,208646,181534,230737,214829,159416,100812,225502,203492,204006,217013,127556,237950,161235,206914,133669,180416,200572,213303,377564,101480,214689,152266,243665
151342,151360,168430,226833,10236802,10236803,10236801,10236808,106245,159416,226091,171146,139366,377564,227377,151102,127556,151379,159966,178387,174358,138789,152266,100830,160038,229018,217420,207661,100706,206914,226152
151351,214777,233921,199120,171100,234076,145637,126614,153658,106397,243780,159391,130943,199193,240444,228723,232423,153603,110714,134130,170976,219347,139959,207500,129020,215293,181464,166629,221759,218663,231174
151360,178387,151342,127556,101480,159966,206914,186371,224147,171146,106245,160038,159993,206695,226091,226833,16947912,16947918,16947910,168430,142276,16947909,16947907,16947905,16947904,16947903,207661,151102,159717,174233,106458
151379,152248,217420,151102,167729,160038,10236801,10236803,10236802,10236808,128771,139366,24366501,171146,101480,187444,225414,184603,185129,178420,185262,110495,206941,190770,18017901,138789,149231,155025,165024,219602,152266
151388,203492,151333,152266,180522,204671,142328,237950,180416,209506,178387,200572,181534,447689,243665,100812,161341,146393,245953,204015,218654,214652,161235,214829,145336,214643,213303,237932,190691,159416,377564
151777,145372,168528,181127,219790,154101,150941,154712,152567,217907,150677,178697,201371,203085,204194,134079,207403,224527,153108,220215,211981,177339,143288,10704401,107512,153825,228981,179946,203845,154527,152530
151786,204176,199412,134945,154013,181093,150145,198598,214069,156286,146533,15468801,15468802,168227,108870,179450,439288,238573,143303,219833,11917301,189015,219842,212832,208488,20627906,20627903,20627905,20627901,20627902,148487
151801,140818,107044,216694,230995,202763,215099,167899,212601,150677,206862,188641,208822,198561,215770,152600,130253,240462,152567,209065,203368,130226,156286,154527,195003,16822702,201195,217776,216931,173045,144351
151810,105367,444778,440794,214883,220604,247825,245883,110918,170842,447272,139153,459268,225575,160065,436094,450526,144883,202806,457697,198756,199272,384412,189228,458973,480198,442949,164872,123448,127714,475273
151865,213631,172705,185758,154536,145275,164474,108861,233842,165705,143233,179317,150288,177092,215424,124283,176451,189981,195580,156222,150215,227289,186122,112127,176600,239424,213446,195155,203067,114840,15178601
152080,179867,139658,243744,147767,190415,162928,198419,168148,215062,221999,131496,12293101,131469,144050,190150,193900,130794,211440,166683,129020,166027,186131,166629,164988,112525,164924,217156,197133,213385,182670
152099,214272,182458,114813,155900,117627,204264,156365,210775,225247,219833,212832,144962,164492,172264,197045,199412,199306,183910,167598,195243,157100,153375,230807,236452,179326,214069,175421,233897,169983,218229
152248,151379,217420,151102,10236802,10236803,10236801,10236808,160038,167729,139366,24366501,171146,128771,101480,187444,185129,225414,185262,184603,178420,110495,190770,190637,138789,206941,219602,152266,159717,169798,157447
152266,178387,151388,151102,151379,142328,160038,217420,152248,237950,127556,180522,151342,218742,237932,161341,226091,206330,209506,10236802,10236801,10236808,10236803,106245,101480,224147,206914,171146,161235,190691,214625
152318,121691,213543,170301,136774,441982,215929,165015,194824,197221,164739,188526,130697,186867,190044,140447,216597,226231,129242,202480,235316,163046,217165,448239,177719,14902801,145646,201645,212106,198516,195474
152336,207582,176628,239390,190716,148627,19554401,439288,236577,226471,195544,121309,137847,212984,192925,164085,167093,144740,168005,240213,181604,143978,366368,215114,194073,459745,235024,455664,209296,11508306,11508305
152363,146825,157100,138868,218414,237118,140234,154749,181330,194392,181853,129774,161563,154855,143288,141185,173452,220701,219091,202514,139630,231420,199458,118693,216542,138293,237358,231086,220206,155627,199698
152381,239743,155636,204990,211468,448804,428259,454582,206507,385619,155900,212443,104586,238980,450766,188207,123448,245892,245883,245847,120698,106713,444990,245838,260947,480189,120838,172033,445267,163578,445735
152390,211273,166939,204909,216524,218070,168218,228343,149781,146481,166018,213385,197133,198385,199865,212911,168281,216667,216287,165936,112260,167996,123165,164465,167835,121345,189097,173647,218973,145646,121257
152451,167464,239637,176600,239424,195155,164474,455099,243498,179317,177092,124283,150215,126979,215424,227289,143233,150288,114840,156222,145275,176451,189981,125718,213631,108861,213640,165705,148885,186122,233842
152530,107141,213996,150455,206589,210669,156408,150400,203535,154712,191630,154101,201654,173452,234207,150941,173258,207403,139393,150677,145372,213251,181127,164216,219790,201371,190099,239017,149781,218973,178697
152567,150677,168528,181127,145372,201371,217907,219790,154101,151777,150941,154712,204185,220215,153250,198835,180984,154527,181330,107141,153108,219806,212656,10704401,178697,153825,143288,190983,203085,217633,219000
152600,16822702,186283,201195,130253,211088,130226,173160,14902801,212133,236230,409616,129242,215770,107044,192819,129525,217518,173045,203368,219976,102049,193973,129941,137546,216597,166452,230995,209612,123554,184694
152673,181020,150756,145691,209065,142294,10704401,179946,240338,158477,154527,216278,153108,210492,233301,150668,138600,237118,217998,218539,233611,232025,232256,173142,230898,230816,455770,239628,197230,163976,184348
152798,437316,180878,238458,147244,203775,213321,166391,213668,154004,232043,210571,150066,217633,190983,214157,238078,153825,198835,149028,232609,134079,146533,480134,238324,188526,232885,174899,122296,215813,449764
152822,235769,158477,154174,240338,164562,174127,177746,455770,150756,198969,149028,233301,140951,198695,214971,459736,181020,202046,161572,166452,210492,239309,219000,168254,129525,213987,142294,107558,197230,102234
152992,153825,237118,202514,173142,154004,190983,216357,129774,150668,198835,166391,107558,181330,143288,217633,134079,161572,107877,239071,233301,147244,235769,182661,178679,230852,181127,177339,237640,156189,238078
153001,236133,198899,237969,178369,180106,166850,154855,167260,189848,219091,154590,206507,181853,159568,166948,230931,231554,171599,218414,153250,237330,225548,219259,157863,215947,180948,182634,166391,228042,231420
153108,154527,10704401,209065,179946,216278,168591,239628,218539,107512,156295,215798,156745,203085,233426,180984,220215,210669,213668,181127,231581,213251,183239,154101,206589,150455,150677,152567,164216,220710,238476
153126,237312,137564,190983,162760,217633,198835,15178601,166391,147244,154004,106713,198215,233541,221014,221661,153825,174437,140988,238078,219383,224527,207403,176947,166850,218441,123651,204185,212656,232043,177542
153144,236328,175980,210401,214175,130590,166124,133492,100937,228343,143084,146481,170532,216524,173647,204909,222983,145646,206589,146427,196866,218070,212674,168546,239017,157818,120254,202523,153834,153162,237057
153162,173647,189088,168546,161004,168342,204501,170532,146427,168281,216807,231059,210401,236328,228343,210669,216524,202523,204909,153144,150400,143084,153834,196866,165936,222983,173300,146481,238333,120254,150455
153241,439701,156727,167677,206288,177126,177083,206215,129534,173896,216816,177278,193894,475608,157298,211130,127273,160029,210368,366793,215628,122603,21036802,21036801,15483701,23384201,131973,139348,246345,169099,219240
153250,180106,237969,153825,181127,152567,219000,190983,177339,156213,204185,188641,154004,154101,191533,217907,174491,150677,219806,228042,150941,217633,166391,198835,145372,201371,212197,117751,203845,212656,147244
153269,217402,235316,181002,169080,191968,209825,164739,14902801,195030,129242,129428,233374,168421,19457801,199847,165334,192819,117946,215929,224323,165662,364122,163046,216597,143358,140447,129525,122931,148593,202480
153278,15336601,217688,164173,213826,105589,123457,226471,130314,226383,184773,218724,101693,195128,177968,164085,199032,238661,232609,232672,220613,192864,230852,219842,220516,195234,169628,15178601,230807,183211,171492
153320,215813,16822703,16822701,166054,117751,459736,21510501,212197,173179,215798,174491,217536,166911,204936,177816,476601,199962,220710,209612,184348,211352,233295,184694,144351,476692,206862,475200,212656,165699,211981
153366,194161,157863,194958,166850,142461,198561,150066,147679,206862,136950,209612,188641,211556,153861,206507,131450,193584,171599,183974,192323,192192,218414,208822,198899,155335,144351,119058,192749,217235,159568
153375,164720,226587,444990,198969,164447,213358,214704,225548,136206,154013,211468,154590,238661,128498,147129,140872,167598,199306,195243,209409,210304,236452,169983,149028,231420,225247,148575,214272,219000,150145
153384,161086,146427,195216,153834,197133,212911,203535,198385,168342,173902,128902,161004,212009,212577,212674,191515,126678,216287,121345,166124,209922,196866,173258,234207,221519,120254,218973,164465,202523,112260
153409,260910,468024,480073,153418,162681,459268,468006,459259,450544,480082,456621,449931,430184,398130,383020,126030,101116,445133,444699,366605,439914,104188,429085,449481,214740,447698,439020,447801,458964,430704
153418,101116,475121,260910,468024,480073,459268,459259,468006,233684,220552,480082,450544,450377,447069,458885,447801,458955,153409,367024,460871,449481,450526,260901,169327,456621,402615,162681,208239,383020,443784
